temporada_alta,dif_min,atraso_15,periodo_dia
0,0.05,0,noche
0,0.15,0,noche
0,0.15,0,noche
0,0.05,0,noche
0,23.966666666666665,1,noche
0,0.5666666666666667,0,noche
0,23.916666666666668,1,noche
0,23.916666666666668,1,noche
0,0.6666666666666666,0,noche
0,1.15,0,noche
0,23.85,1,noche
0,0.23333333333333334,0,noche
0,23.883333333333333,1,noche
0,23.933333333333334,1,noche
0,23.816666666666666,1,noche
0,23.85,1,noche
0,23.85,1,noche
0,23.8,1,noche
0,0.25,0,noche
0,23.966666666666665,1,noche
0,0.03333333333333333,0,noche
0,0.13333333333333333,0,noche
0,23.916666666666668,1,noche
0,0.8666666666666667,0,noche
0,23.916666666666668,1,noche
0,0.0,0,noche
0,0.43333333333333335,0,noche
0,23.95,1,noche
0,23.916666666666668,1,noche
0,0.03333333333333333,0,noche
0,0.03333333333333333,0,noche
0,23.883333333333333,1,noche
0,23.983333333333334,1,noche
0,0.08333333333333333,0,noche
0,23.933333333333334,1,noche
0,0.016666666666666666,0,noche
0,23.916666666666668,1,noche
0,0.05,0,noche
0,23.966666666666665,1,noche
0,23.933333333333334,1,noche
0,23.9,1,noche
0,0.06666666666666667,0,noche
0,23.933333333333334,1,noche
0,23.933333333333334,1,noche
0,23.85,1,noche
0,23.833333333333332,1,noche
0,0.0,0,noche
0,23.966666666666665,1,noche
0,0.016666666666666666,0,noche
0,23.933333333333334,1,noche
0,0.16666666666666666,0,noche
0,0.3333333333333333,0,noche
0,0.18333333333333332,0,noche
0,0.4,0,noche
0,23.916666666666668,1,noche
0,23.883333333333333,1,noche
0,0.23333333333333334,0,noche
0,0.08333333333333333,0,noche
0,0.0,0,noche
0,0.4166666666666667,0,noche
0,0.016666666666666666,0,noche
0,0.0,0,noche
0,23.933333333333334,1,noche
0,0.21666666666666667,0,noche
0,23.95,1,noche
0,0.03333333333333333,0,noche
0,23.916666666666668,1,noche
0,0.0,0,noche
0,23.966666666666665,1,noche
0,0.05,0,noche
0,23.85,1,noche
0,0.08333333333333333,0,noche
0,23.95,1,noche
0,23.933333333333334,1,noche
0,23.833333333333332,1,noche
0,23.85,1,noche
0,1.0333333333333334,0,noche
0,0.03333333333333333,0,noche
0,23.866666666666667,1,noche
0,0.31666666666666665,0,tarde
0,1.0,0,tarde
0,0.2833333333333333,0,tarde
0,0.43333333333333335,0,tarde
0,0.23333333333333334,0,tarde
0,1.1166666666666667,0,tarde
0,1.4,0,tarde
0,1.05,0,tarde
0,1.6166666666666667,0,tarde
0,0.2833333333333333,0,tarde
0,1.5,0,tarde
0,2.1666666666666665,0,tarde
0,0.4,0,tarde
0,1.2833333333333334,0,tarde
0,0.5333333333333333,0,tarde
0,0.65,0,tarde
0,0.8,0,tarde
0,0.1,0,tarde
0,0.03333333333333333,0,tarde
0,0.4666666666666667,0,tarde
0,0.18333333333333332,0,tarde
0,0.55,0,tarde
0,1.15,0,tarde
0,0.3333333333333333,0,tarde
0,0.05,0,tarde
0,0.36666666666666664,0,tarde
0,0.35,0,tarde
0,0.36666666666666664,0,tarde
0,0.45,0,tarde
0,0.1,0,tarde
0,0.3333333333333333,0,noche
0,0.2833333333333333,0,noche
0,0.31666666666666665,0,noche
0,0.7833333333333333,0,noche
0,0.08333333333333333,0,noche
0,1.05,0,noche
0,0.9166666666666666,0,noche
0,0.8833333333333333,0,noche
0,1.75,0,noche
0,0.3333333333333333,0,noche
0,1.2,0,noche
0,0.43333333333333335,0,noche
0,1.65,0,noche
0,0.8666666666666667,0,noche
0,0.55,0,noche
0,2.45,0,noche
0,0.3,0,noche
0,0.4166666666666667,0,noche
0,0.08333333333333333,0,noche
0,0.35,0,noche
0,0.21666666666666667,0,noche
0,0.35,0,noche
0,0.18333333333333332,0,noche
0,23.933333333333334,1,noche
0,23.983333333333334,1,noche
0,0.13333333333333333,0,noche
0,0.1,0,noche
0,23.933333333333334,1,noche
0,0.1,0,noche
0,23.933333333333334,1,tarde
0,0.0,0,tarde
0,0.05,0,tarde
0,23.983333333333334,1,tarde
0,23.833333333333332,1,tarde
0,0.26666666666666666,0,tarde
0,23.983333333333334,1,tarde
0,0.016666666666666666,0,tarde
0,0.23333333333333334,0,tarde
0,0.13333333333333333,0,tarde
0,0.11666666666666667,0,tarde
0,0.11666666666666667,0,tarde
0,0.08333333333333333,0,tarde
0,0.2833333333333333,0,tarde
0,0.016666666666666666,0,tarde
0,0.2,0,tarde
0,23.95,1,tarde
0,0.55,0,tarde
0,0.1,0,tarde
0,23.933333333333334,1,tarde
0,0.13333333333333333,0,tarde
0,0.11666666666666667,0,tarde
0,23.983333333333334,1,tarde
0,0.05,0,tarde
0,23.883333333333333,1,tarde
0,0.2,0,tarde
0,23.966666666666665,1,tarde
0,0.11666666666666667,0,tarde
0,0.23333333333333334,0,tarde
0,0.23333333333333334,0,tarde
0,23.916666666666668,1,tarde
0,23.816666666666666,1,noche
0,0.21666666666666667,0,noche
0,23.966666666666665,1,noche
0,23.8,1,noche
0,0.11666666666666667,0,noche
0,23.983333333333334,1,noche
0,0.23333333333333334,0,noche
0,23.883333333333333,1,noche
0,23.9,1,noche
0,0.0,0,noche
0,23.95,1,noche
0,23.85,1,noche
0,23.933333333333334,1,noche
0,23.966666666666665,1,noche
0,23.883333333333333,1,noche
0,23.95,1,noche
0,0.016666666666666666,0,noche
0,0.06666666666666667,0,noche
0,23.85,1,noche
0,2.3,0,noche
0,23.983333333333334,1,noche
0,23.783333333333335,1,noche
0,23.816666666666666,1,noche
0,23.816666666666666,1,noche
0,23.85,1,noche
0,23.883333333333333,1,noche
0,23.916666666666668,1,noche
0,23.983333333333334,1,noche
0,23.966666666666665,1,noche
0,0.21666666666666667,0,noche
0,23.85,1,noche
0,23.983333333333334,1,noche
0,23.833333333333332,1,mañana
0,0.03333333333333333,0,mañana
0,23.966666666666665,1,mañana
0,0.5166666666666667,0,mañana
0,0.3,0,mañana
0,23.783333333333335,1,mañana
0,23.9,1,mañana
0,0.0,0,mañana
0,0.3333333333333333,0,mañana
0,0.13333333333333333,0,mañana
0,0.18333333333333332,0,mañana
0,23.866666666666667,1,mañana
0,1.4666666666666666,0,mañana
0,0.2833333333333333,0,mañana
0,0.45,0,mañana
0,0.03333333333333333,0,mañana
0,0.016666666666666666,0,mañana
0,0.55,0,mañana
0,0.18333333333333332,0,mañana
0,0.03333333333333333,0,mañana
0,0.16666666666666666,0,mañana
0,23.916666666666668,1,mañana
0,23.983333333333334,1,mañana
0,23.8,1,mañana
0,23.916666666666668,1,mañana
0,23.95,1,mañana
0,23.833333333333332,1,mañana
0,0.05,0,mañana
0,0.016666666666666666,0,mañana
0,0.016666666666666666,0,mañana
0,0.5833333333333334,0,mañana
0,23.816666666666666,1,mañana
0,23.816666666666666,1,mañana
0,23.833333333333332,1,mañana
0,0.1,0,mañana
0,0.23333333333333334,0,mañana
0,23.883333333333333,1,mañana
0,23.816666666666666,1,mañana
0,0.0,0,mañana
0,0.08333333333333333,0,mañana
0,0.3,0,mañana
0,23.866666666666667,1,mañana
0,23.983333333333334,1,mañana
0,23.816666666666666,1,mañana
0,0.2833333333333333,0,mañana
0,0.25,0,mañana
0,0.016666666666666666,0,mañana
0,23.933333333333334,1,mañana
0,0.5,0,mañana
0,23.783333333333335,1,mañana
0,23.933333333333334,1,mañana
0,23.916666666666668,1,mañana
0,23.9,1,mañana
0,23.883333333333333,1,tarde
0,0.08333333333333333,0,tarde
0,0.4166666666666667,0,tarde
0,0.06666666666666667,0,tarde
0,23.833333333333332,1,tarde
0,0.18333333333333332,0,tarde
0,23.766666666666666,1,tarde
0,23.966666666666665,1,tarde
0,23.95,1,tarde
0,0.11666666666666667,0,tarde
0,0.15,0,tarde
0,0.7,0,tarde
0,0.15,0,tarde
0,0.06666666666666667,0,tarde
0,23.85,1,tarde
0,23.866666666666667,1,tarde
0,23.883333333333333,1,tarde
0,0.1,0,tarde
0,23.916666666666668,1,tarde
0,0.0,0,tarde
0,23.85,1,tarde
0,23.9,1,tarde
0,0.016666666666666666,0,tarde
0,23.966666666666665,1,tarde
0,23.95,1,tarde
0,0.016666666666666666,0,tarde
0,23.95,1,tarde
0,23.933333333333334,1,tarde
0,23.95,1,tarde
0,23.8,1,tarde
0,0.23333333333333334,0,tarde
0,23.9,1,noche
0,23.983333333333334,1,noche
0,0.4666666666666667,0,noche
0,23.983333333333334,1,noche
0,23.983333333333334,1,noche
0,23.866666666666667,1,noche
0,0.13333333333333333,0,noche
0,0.2,0,noche
0,23.866666666666667,1,noche
0,23.95,1,noche
0,0.6166666666666667,0,noche
0,0.06666666666666667,0,noche
0,0.11666666666666667,0,noche
0,23.95,1,noche
0,0.15,0,noche
0,23.983333333333334,1,noche
0,23.933333333333334,1,noche
0,0.05,0,noche
0,23.9,1,noche
0,0.13333333333333333,0,noche
0,0.11666666666666667,0,noche
0,23.883333333333333,1,noche
0,23.966666666666665,1,noche
0,23.866666666666667,1,noche
0,0.016666666666666666,0,noche
0,23.766666666666666,1,noche
0,23.833333333333332,1,noche
0,23.816666666666666,1,noche
0,23.966666666666665,1,noche
0,0.45,0,mañana
0,0.06666666666666667,0,mañana
